n	"Ich weiß nicht, warum ihr hier noch alle so erregt diskutiert? Trappatoni hätte gesagt: ""Feminismus alle! Leer wie Flasche!""
Ja, leider isses so. Es können zwar noch ein paar Fördermittel gezogen werden, aber irgendwann wird die letzte HardcoreEmanze erkennen müssen: ""Ohne Männer geht es nicht, es geht nur gemeinsam!""
Trötet hier noch ne Weile rum, es ändert nix an den Fakten. Ach noch was: Macht mal ein paar ""Stützkäufe"" bei der EMMA, die Verkaufszahlen sinken. Lasst die Tusse in dem Glauben sterben, ihre Zeitung sei noch gefragt."
n	Herrlich. Dir quillt wirklich die politisch korrekte Suppe literweise aus den Ohren, die Deinen hohlen Kopp einrahmen. Dabei sind Gutmenschen eigentlich zu verachten, denn sie können nicht eigenständig denken, keuen nur die Themen wieder, die ihnen die Mainstreammedien vorkauen. Sie suhlen sich im Zeitgeist und hoffen dadurch Anerkennung zu finden, die ihnen so fehlt. Ich jedenfalls kann keine Femifaschistin, die sich für den Mord an Millionen ungeborenen Kindern einsetzt, nicht ernst nehmen, die täglich ihr Gutmenschentum unter Beweis stellen muss durch z. B. den vermeintlichen Einsatz für das Rollitum.
n	"...tja, was erwartet Frau eigentlich von der geistig völlig unterbelichteten Gattung Mann? Er gehört, wie allgemein doch bekannt sein sollte, zu der Rasse der Schweine....er ist einfach tierisch verblödet- wie deutlich an diesen hirnverbrannten Blogs von ihnen zu erkennen ist.....
Was wäre die Welt ohne Feministinnen, die wissen, dass sie die klügeren, sanfteren, schöneren, leistgungsfähigeren- einfach die besseren Menschen sind. Die Welt wäre ohne Kriege, ohne Hunger, ohne jedliche männlich negativen Einflüsse- ein Paradies, das selbst das göttliche als Hölle erscheinen läßt.
Die Engel sind, dank Gleichstellung von Frau gegen Kerl, jetzt nur noch weiblich. Nicht so wie früher, wo sie nur dem männlichen Geschlecht angehört haben. Merkel ist ein sehr gutes Beispiel dafür....weiblich klug, kein bißchen machtbessen, kein bißchen verlogen und sie versucht alles zum Wohle ihres Volkes zu tun...ist nur ein Name unter vielen, wie gut es um die Welt bestellt ist, wenn Frauen sie regieren......so gerecht- ohne Gewalt und so voller Liebe....amen"
hs	"Stelle Dir einmal vor...Du wirst richtig nett fixiert....und dann bekommst Du ein Rohr in Dein stinkendes Arschloch geschoben, 5 cm breit und richtig schön tief rein in das Gekröse....
Das Rohr endet in einem Käfig und darin befindet sich eine dicke, fette RATTE...
Undnun wird unter dem Käfig Feuer gemacht und die Ratte kriegt einen heissen Arsch und kriecht in Deine Pupsmulde....
Tja...und irgendwann will sie halt wieder ans Tageslicht, die Ratte....und frisst sich durch Deinen fauligen Bauch..."
p	"""Es wird niemals, wirklich niemals eine feministische Bewegung an der Uni geben, die eine Erwähnung wert ist. Als Student kann ich sagen, dass keine Gruppe so erbärmlich unpolitisch ist wie Studenten.""
Weil Studenten halt auch mal selber Denken müssen? Ist lästig, ok, gehört aber nun mal eben dazu. Und wer denkt, kann nicht feministisch sein. Easy.
Und an der FU... wir stehen eben darauf, dass jeder erstmal selber denkt und dann erst nachplappert/löscht. Muss belastend sein für euch. Mein Mitleid habt ihr. Echt!"
p	ihr geht am thema vorbei und gott ist nett, er stopft nur so klugscheißern wie euch das maul und das ist richtig so, irgendwann reicht es nämlich ihr halteet euch für klug aber was ihr wisst exsistiert nicht weil ihr es rausgefunden habt und das ihr es rausfinden konntet liegt nicht daran das ihr verdammt schlau seid und weil ihr diesen hochmut besitzt kommt gott in einem stillen moment und entzieht euch eurem fundament und dann seit ihr wieder nackt und elend und schreit nach mami und papi aber dann sagt gott hinfort mit euch pack was ist dann daran nicht nett? und ich sagte nicht er wird euch für immer verstoßen aber er wird euch eure grenzen zeigen und dabei gibts tierisch auf den kopf!
n	"Och, die Grünen... mit ihrem faschistoiden Frauenstatut.
Jedem halbwegs gebildeten Menschen kommt da doch das kalte K.
Und diese Zahlen wieder...
Wie kann wer in die Politik gehen und gleichzeitig offenkundig so wenig Ahnung haben? Eben drum etwa?
Weil es Leute gibt, die dumm genug sind, dafür wem ein Gehalt zu zahlen.
""Es gibt also keine Ausreden mehr. Jede und jeder ist gefordert und zwar sofort!""
Meinetwegen. Dann also Wehrpflicht/lebenslange Frauenversorgungspflicht selbst für Schwule über die sozialen Systeme - etwa Adé?
Ok. Gern. Ist ok.
Löschen ist übrigens doppelt so schlimm wie Ausreden. :)
Kennt ihr mündigen Staatsbürgerinnen euch ja besser aus.
Shit, ich spende mittlerweile sogar zweckgebunden für Hunde, damit meine Steuergelder einer sinnvollen Verwendung zugeführt werden.
Gender Mainstreaming bezahlt ihr Alphas dann mal bitte selber, ok?
Muss jetzt mal eben Stones hören, cya."
n	"Ich empfehle die ""männliche"" Herangehensweise an das Problem:
Einfach machen und nicht dröge rum jaulen, dass wer anders einen nicht lässt und der das Problem dann deswegen lösen muss, weil er natürlich schuld ist, logo.
Als Mann muss man die Kinder, die älteste Tochter (also die Frau) verarzten und nebenher noch Raketen auf den Mond schießen.
Der Witz ist ja: Männer bringen so viele Dinge auf die Reihe, während ihr weder Job noch die Kinder versorgt kriegt, während ein Kerl euch UND die Kinder versorgt UND daneben noch Raketen erfindet.
Die ganze Emanzipation war für die Katz', müssen wir noch mal ans Reißbrett..."
n	"Ja, schön, glaub ich gern, dass Frauen es gerne hätten, wenn sie nach Belieben mit dem Finger auf jemanden zeigen könnten und der dann unmittelbar in den Knast wandert, weil Frauen ja Gutmenschen sind und überhaupt nie nie falsch beschuldigen und aus Rache schon garnienicht.
Die Wirklichkeit ist aber so nicht, z.B. hat mir eine Frau im Vertrauen erzählt, dass deren Schwester im Zuge ihrer Scheidung deren Ehemann bewusst falsch beschuldigt und damit ruiniert hat, allerdings nicht ohne den Hinweis, dass sie das ggf. bestreiten würde.
Das Problem des Missbrauchs ist leider, dass er sich schwer nachweisen lässt. Gleiches gilt dann auch für den Falschvorwurf. Die Schwierigkeit solches nachzuweisen in die Behauptung umzuwerten, es gäbe Falschvorwürfe nicht, halte ich für unsinnig."
p	Was ich so klasse finde: Wie Dich die Xena hat auflaufen lassen in Deinem Genderwahn. Diese Menschen dort sind in einem Alter, in dem ihnen Deine prähistorischen Ansichten nur noch grotesk vorkommen. Sie sind in der Tat „post-gender“, was nichts anderes meint, dass der Feminismus längst die Gleichberechtigung zwischen Mann hergestellt hat, und das vor Jahrzehnten. Sie ist sogar überhergestellt, denn keine Personengruppe hat so viele Rechte und so wenig Pflichten, wie die Frauen der westlichen Welt. Und das weiß jeder, der halbwegs denken kann. Nun gibt es aber noch ein paar Feministinnen, die mangels Können immer noch den wohligen Mantel des Feminismus benötigen. Sie sind dumm, frech, anmaßend, haben aber gemerkt, wie gut man die Zugehörigkeit zu einer bestimmten Personengruppe nutzen kann. Das ist wie der dumme, verzogene Junge, der mit dem goldenen Löffel im Mund geboren wurde; er kriegt auch, trotz abgebrochenen Jurastudium, nen Platz in Papis Firma. Glücklicherweise funktioniert das im Falle des Feminismus immer weniger. Speziell die Männer in den 30ern und jünger, die jahrzehntelang unter dem Zeitgeistfeminismus gelitten haben, haben die Sache durchschaut. Und Sie lassen dumme Frauen, die nichts auf dem Kasten haben, eiskalt auflaufen, genau wie sie es verdient haben. Da können diese alten Feministinnen keifen, kratzen, beißen, wie sie wollen, es nützt nichts, und genau das lässt sie noch mehr keifen, kratzen, beißen. Und genau das finde ich so lustig.
n	"Da fragt ich mich doch schon, wo dein Problem mit unserem Rechtsstaat liegt?
Ist es für dich falsch, dass das Gericht sich bemüht herauszufinden, ob der Beklagte schuldig ist, oder nicht?
Stört es dich, dass sich ein Beklagter verteidigen darf?
Willst du veruteilt haben, weil du, wie Xena, Falschbeschuldigungen grundsätzlich ausschliesst, oder willst du verurteilt haben, auch wenn es dann mal eben den einen oder andern Unschuldigen trifft, was unser Rechtssystem eigentlich nicht will?
Ist es das, was dich an unserem Rechtsstaat stört?
Willst du Willkür als neue Rechtsform, oder was?"
n	"LOL. ""Rudelverhalten"". Wie die Hunde eben, wa? Auf DER Basis soll dann also diskutiert werden, ja? Wir sind keine Hunde... wir bezahlen euch euer Leben, eure Gesundheit, eure verdammte Rente, eure Hunde, wir bauen die Straßen, auf denen ihr fahrt, die Häuser, in denen ihr lebt... und wir sind diejenigen, die deinen Scheiß-Computer erfunden haben, wenn du schon von ""Rudelverhalten"" daher eierst.
Und dann ""Rudelverhalten""? Ja? Selbst den Buchdruck haben Männer erfunden, sonst müsstest du in der Hand lesen."
p	"Mann, ich könnte hier ja soviele links hier einpflegen...
Aber die würden eh alle weg gemobbt...
Na, als Frau kann man ""es"" tatsächlich ""überall kriegen"". Hinlegen reicht.
Als Mann muss man da schon seinen Kopf einschalten.
Ist aber wirklich einfach: Man muss nur kommunizieren, dass man hinterher zu irgendwas nütze ist.
Dann klappt das letztendlich.
Die Kleene von gestern nacht dürfte einigermaßen enttäuscht sein, dass manche Menschen sich an unmoralische Deals nicht gebunden fühlen. :)
Soll sie ihren Mist doch selber machen. Wie icke auch.
Ich wäre dankbar um einen Fall, bei dem das nicht so ist, echt...
Bei dem es umsonst und Selbstzweck ist."
hs	"Das Problem an der Sache ist die, wer sowas macht lebt meist von Hartz 4 und könnte den Schaden eh nicht begleichen. Und bevor er sowas nochmal macht gibts in die Zähne.
Wenn du dir das gefallen lassen würdest, deine Sache. Ich würde mit meinem Teleskopschlagstock aufräumen. Wenn nicht werde ich wahrscheinlich von diesem Gesocks noch totgetreten wenn ich was sage. Das helfen nur schläge. Die Antifa Affen lernen es nur so.
Wer keinen Respekt vor fremdem Eigentum hat (egal ob rechts, links, Ausländer oder Deutscher) muss es beigebracht bekommen."
hs	"Ich könnte diesen Femi-Spacken
beständig auf die Fotze kacken.
Und von lecker Kochkultur
hamse Ahnung? Keine Spur!
Hinter unrasierten Pussis
verbergen sich die Ober-Tussis.
Karriere ist da viel zu schwer
drum muss schnell die Quote her
der Penisneid treibt Femis an,
denn sie haben keinen dran.
Sie leben von den Männern nur
Arbeiten könnse? Keine Spur!
Femis weg! So lautet die Parole,
denn sie wollen nur die Kohle"
hs	halt die fresse du vieh. frauen werden von der natur aus schon bevorzugt, da braucht ihr nicht dumm rumheulen, dass ihr diskriminiert werdet. als frau muss man nur dumm rumstehen und warten und schon findet man jemanden zum ficken. männer haben es da wesentlich schwerer. dann lasst ihr euch von 100 möchtegern-alphas ficken bis ihr hässlich werdet und heult auch noch rum, dass die typen fremdgehen. erst mit 30/40, wenn ihr fett und hässlich werdet, sucht ihr euch nen echten mann und nicht so ne veraidste hirnlose macho-scheisse. dem dreht ihr dann nicht nur eure 10 verschiedenen hpv und herpes varianten an die ihr euch eingefangen habt weil ihr die beine nicht zusammenhalten könnt, sondern lasst euch auch noch imprägnieren damit der arme depp euch für die nächsten jahrzehnte finanziell unterstützen muss. wenn das kind dann da ist, fangt ihr wieder an alphatürken und reiche typen zu ficken, sitzt den ganzen tag dumm rum und seid unproduktiv und verlasst den armen typen dem ihr ein kind angedreht habt. frauen sind der letzte dreck. allerdings können die auch nichts dafür, die sind so scheisse geboren. männer sind vielleicht auch nicht so der hit, aber wenigstens sind sie ehrlich. sie wollen euch wegen eurem aussehen ficken. der rest ist scheissegal. und frauen? sie wollen sein geld ficken, lügen aber rum von wegen persönlichkeit, charakter usw. und was tut ihr dafür? nichts. ihr steht nur dumm rum und seht gut aus. während männer sich in verschiedenen disziplinen ehrenhaft messen und um titten und ärsche konkurrieren. verreckt doch alle an hpv ihr nutzlosen drecksnutten.
p	"Bin ja mal gespannt, welche Themen da angerissen werden. Sicher nicht die ""harten"" Themen, wo jemand in der Verantwortung steht. Ist ja Spass-/Mädchenfeminismus, wa?
Cool?
Dazu wird hier zuviel gelöscht. Findicke uncool.
Erfolgreich?
Sicher nicht. Es sind nach wie vor die Männer, die ""harte"" Themen bewältigen. Frauen ahmen das allenfalls nach.
Sexy?
Hängt von eurer Aufmachung ab.
Ganz einfach. Und dafür haben wir bundesweit 250 übersubventionierte Frauenlehrstühle...
Gott... meine geliebe Alma Mater muss für so 'nen ... daher halten...
Lest mal den Butt, wenn euch das nicht zu anstrengend ist, was es sicher ist."
n	"Bei solchen “Meinungen” handelt es sich übrigens um Volksverhetzung! IP nehmen und Strafantrag erstatten
Sehe ich ähnlich. IP nehmen ist aber nicht nötig, denn der Hass- und Hetzblog hat ja ein Impressum mit dem Realnamen der Gendervolksverhetzerin dieses „Blogs“. Alice Schwarzer gehört übrigens auch lebenslang hinter Gittern wegen Aufruf zum millionenfachen Mord an ungeborenen Kindern und übriger Volksverhetzung. Aber das nur am Rande.
Übrigens: Wir zwei beiden wissen natürlich, wie Deine Masche hier ist: Man suche sich einfach eine besonders dumm-dämlich-drastische Nachricht – wenn möglich noch garniert mit einem Schuss rechtsradikal, wie in diesem konkreten Fall – heraus aus den vielen „Gegenposts“, die tagtäglich bei Dir eintrudeln bzw. fake sie einfach: Fertig ist das Pippi Langstrumpf „Ich mache mir die Welt, so wie sie mir gefällt“ Bild vom tumben Antifeministen, der natürlich auch zwangsläufig Nazi ist. Das ist ja genau die Masche aller Genderbeklopptinnen und Femanzen: Wer gegen sie ist, ist Nazi. Wirkliche antifeministische Gegenargumente, wie sie hier bestimmt hundertfach eingehen tagtäglich, werden hingegen nicht frei geschaltet; das kann sich die feministische Ideologie nicht leisten, denn sie ist auf Unlogik aufgebaut. Und jemand wie Du, der rhetorisch-argumentativ irgendwo zwischen Kindergarten und Hauptschule stehen geblieben ist, kann es sich erst recht nicht leisten auf Augenhöhe zu diskutieren. Aber Du machst das schon richtig…..für Dich selber genommen: Auf anderen Seiten bzw. als Mitglied von anderen Gruppen/Parteien lacht man nur über Dich bzw. kickt/sperrt Dich gleich. Hier bist Du zu Hause und kannst Dir Deine eigene kranke Welt der Profilneurotikerin zusammenbasteln. Ich gönn es Dir. Denk aber an Deine Therapie. Es wird sonst immer schlimmer………"
p	"Woran man auch Deinen beschränkten Gutmenschenintellekt erkennt: Du setzt Dich auf jedes noch so dümmliche Thema, das Dir von der gleichgeschalteten PR-Presse kredenzt wird, drauf, wie ein 13jähriger, der ganz stolz ist, auch mal seinen Senf zur Politik zu geben, die er irgendwo aufgeschnappt hat. Informier Dich mal darüber, wie unsere Medienwelt funktioniert, was überhaupt Thema sein darf und vor allen Dingen, warum. Ich weiss, das checkst Du jetzt nicht, aber es zeugt nicht gerade von eigenständiger politischer Meinung und Kompetenz, wenn man einfach der Reihe nach jede Tagesschautopmeldung in dümmlich-naiver Gutmenschen Manier ""Rettet die Wale, Nie wieder Krieg"", usw. verarbeitet.  Der Wert so eines Textmülls geht gegen Null und erzeugt in jedem halbwegs intellektuellen Hirn körperliche Schmerzen."
p	"Sie hingegen darf zusätzlich zur Familien- und Haushaltsarbeit extern unterbezahlt schuften gehen und das gesamte hart verdiente Geld in Kinder und Haushalt investieren
Harharharharharharhar. Mein Gott, wer hätte das gedacht, Deine Psychose ist sogar noch steigerbar. Eigentlich wollte ich mich NIE zu den Äußerungen von Dir äußern, aber weil es so lustig ist:
Das gesamte Geld in Haushalt und Kinder investieren? Hm.......wer kauft eigentlich die ganzen unzähligen verdummenden Frauenzeitschriften, wo über Sex, Schuhe, Klamotten, Diäten, usw. geschrieben wird? Wer kauft die ganzen Klamotten, Kosmetika, Unterwäsche, Schuhe? Wer bezahlt beim Friseur einmal im Monat nen 100er für stundenlanges Haare machen? Wer guckt solche Bildungsprogramme, wie ""Perfektes Dinner"", ""Bauer sucht Frau"", „Dschungelcamp“, „Verbotene Liebe“, Sturm der Liebe“, Tini Wittler, usw.?
Ich klär Dich jetzt mal auf, warum Du selbst den offensichtlichsten Schwachsinn hier postest: Insgeheim träumst Du von so nem Typen, wie auf dem Cover dort. Das ist das Lebenstrauma der hässlichen Feministinnen. Während die von Ihnen so verachteten ""Verräterinnen am Feminismus"" (komischerweise immer 5 - 6 Ligen höher spielend auf der Attraktivitätsskala) früher in der Disse mit nem heissen Typen in der Ecke geknutscht haben, standest Du doof da und hast neidisch geguckt. Daraus – in Kombination mit einem gestörten Verhältnis zu Deinem Vater – entstand dann Deine Psychose. MACH ENDLICH DEINE THERAPIE!"
