p	Von was träumt die Nachts? Ist ihr nicht bewußt, das Amazon ein Gigant ist und sie nur eine kleine dumme GRÜNE? Größenwahn ist ihr Metier!  Katrin Göring-Eckardt: Mit Drei-Punkte-Plan - Grüne wollen Amazon Waren-Vernichtung verbieten https://t.co/R5LfUTOJJd via @focusonline
n	Irrer Angriff auf die #Meinungsfreiheit aus Werte-Deutschland: Merkel-Nachfolgerin Kramp-Karrenbauer fordert #Klarnamenpflicht, weil sie wissen möchte, 'was ihr so denkt'!  https://t.co/xN5JjQhW4Q @akk
n	So eine 'mutige' Berichterstattung (#Pfingsten = Drogentrip) würde ich mir mal wünschen, wenn sich weltweit Millionen Bärtige mit dem Gesicht zu Boden Richtung #Mekka werfen.  Na, wie wär's, @ZDFinfo? https://t.co/L3lhycmkU6
n	Sex-Attacke im Wohnheim für minderjährige #Flüchtlinge in #Straubing: 14-jähriger Afrikaner bespringt Betreuerin!  https://t.co/CgsNEwGBUT
p	Man muss sich einfach mal vergegenwärtigen, um was für Spinner es sich bei den Gehirngewaschenen bei #FridaysForFuture handelt: Wer oder was bringt solche Hohlbirnen hervor?  Enjoy!  😂  Ganze Doku: https://t.co/SfPZDf4vyt #FFF https://t.co/dErgc8vNY5
n	Ich bin meinen Eltern, Lehrern und -an der Uni- Professoren unendlich dankbar, dass sie mich zu kritischem Denken angeleitet haben, um bei solchen Tendenzen 'hellwach' zu sein.  Merci! https://t.co/18m9udjRWE
n	Obwohl der streng gläubige Herr im #Gefährder-System der Polizei in der höchsten Risikoklasse geführt ist, hortet er munter Waffen mit Munition und Schalldämpfer.  Naja, dient wohl der Religionsausübung.  https://t.co/y6O4yObVNM
n	Max Otte singt beim Hambacher Fest! Die Demonstration der Patrioten verlief ohne Zwischenfälle! https://t.co/vir2KtYSZX
n	@baerbeli04 @bernd471 Ich bin selbst aus dem Westen, aber davon können sich die gehirngewaschenen Weichbirnen mal eine Scheibe abschneiden.
n	Die Strafanzeige der Kölner Polizei zu einem nächtlichen Einsatz in Widdersdorf umfasst inzwischen einige Seiten.Nachbarn hatten sich wegen Ruhestörung beschwert.Die Polizei rückte schließlich mit 20 Beamten an und legte einen ZDF-Reporter in Handschellen.  https://t.co/l1lKLkgs5B
n	Kriminelle Clans haben ihre Netzwerke mittlerweile über ganz NRW gezogen: 'In jedem Zuständigkeitsbereich der 47 Polizeibehörden leben demnach Mitglieder von kriminellen Clans.' Alleine die Mitglieder eines Clans wohnen in 35 der 47 Bezirke #Clan  https://t.co/GDgIkJPpvj
n	Warum der EuGH die Abschiebung schwerkrimineller Flüchtlinge und Kindervergewaltiger verbietet. So viel zum Thema Sicherheit. https://t.co/5c1G2vXN2u
n	#Vetternwirtschaft: #SPD-Parteibuch wichtiger als Eignung. #Giffey lässt Leitungsposten in der #Antidiskriminierungsstelle ein Jahr unbesetzt, weil SPD-Parteigenossin abgelehnt wurde.  https://t.co/PJxA2lH3Cx
n	#Bautzen und die #Riesenaufregung ums das #Nazi-Kennzeichen: 'BZ HH 8888'.    Alle #Befürchtungen haben sich bestätigt,   der #KZ-Besitzer ist ein typischer ostdeutscher #Rechtsradikaler:  Abdullatif Hamami (39), er kam als #Flüchtling nach #Deutschland.    😂     https://t.co/0eY9w7pVMt
n	#Bonn: “Hilfe, Papa!“ .. später folgten mehrere weinende Emojis” - 2015 nach D gekommene Afghane Arian G. setzt eine 19-Jährige, die er am Busbahnhof kennengelernt hat, unter Drogen und vergewaltigt mehrmals sie mit einem Cousin zusammen - 7 ¼ Jahre Haft  https://t.co/HZRg2ymQrw
n	Vermutlich linksextreme Farbbeutel-Attacke auf meine Ordination: https://t.co/83q6l1K7Tb
n	Frohe #Pfingsten an alle! Möge sich der (Heilige) Geist auch über Linksgrüne ausschütten! 😇 https://t.co/CNWZU2uETz
n	@AlexE1789 @Proteus93484191 D Ramadan ist eine Monat durchhängen ohne jegliche produktivität, dann drei Tage dauer Fest als Belohnung obendrauf! Aber woher sollte klein Heiko das wissen, i seinem Wolkenkukuksheim?
n	Linksgrüne: 'Geflüchtete sind traumatisiert, Silvesterknallerei verbieten! Und Osterfeuer auch, weil das ist schlecht für's Klima!'  Auch Linksgrüne: Zerlegen Berlin+weitere Großstädte+zünden massenhaft fremde Autos während #1Mai Krawallen an.  #TagderArbeit
n	#Kühnert will BMW enteignen. Besser wäre aber wenn Kühnert endlich mal für seinen Lebensunterhalt arbeitet. Vll sogar am BMW Fließband? Falls das nicht zu überfordernd ist.
n	Ist lustig und tragisch zugleich zu sehen, dass bisher ignorante und uninformierte Teenies mitkriegen wie korrupt+verlogen Politik funktioniert. Hätten sie sich mal auch in anderen Belangen nicht so auf Medien+eigene Ignoranz verlassen ...  #Artikel13
n	@Kittypunk7 Hallo, gute Tweets, aber bist du echt ein Punk+links?
n	Maltas Ministerpräsident Joseph Muscat: 'Die Migranten hätten nach Tunesien gebracht werden sollen, da dort der Rettungsaktion nächstgelegene Hafen ist und nicht nach Europa.' Werden die Schlepper denn verhaftet und warum unterstützt die  Bundesregierung sowas @regsprecher?
p	Unsere Bundesländer planen ein umfassendes Messer-Verbot wegen zunehmender Übergriffe im öffentlichen Raum. Toll, der gutgläubige Michel wird entwaffnet+die Oma mit Pilzmesser kriminalisiert während nicht mal im Traum daran gedacht wird, Buntbürger zu entwaffnen.
n	Trump schlägt vor, illegale Einwanderer nur in Städten von Demokraten regiert unterzubringen, da Demokraten Abschiebungen Illegaler blockieren.     Tolle Idee, sollte man auch hier anwenden. https://t.co/bRaGWacdvG
n	@DerBrainfucker @Martin_Sellner Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu bewahren.
n	Was gibt es schöneres als ein Haufen abehobener, degenerierter 'VIPs', von außerhalb, die einem sagen wollen, wie man, bei der Oberbürgermeister-Wahl in seiner eigenen Stadt, zu wählen hat..? https://t.co/gHwJYdOmvn
p	Italien den Italienern, Deutschland den Deutschen. https://t.co/pCbSRYoen1
n	Lars Klingbeils neue Worthülse, die Entschuldigungsphrase 'da waren wir nicht auf dem Platz'; ein Platzhirsch ist weder er noch die SPD. https://t.co/8rRgmW3SVB
n	Sie suchten und fanden nichts, dann spielten sie, 'Verstehen Sie Spaß' mit Lockvogel etc., Ergebnis bekannt. Eine Kampagne der  BRD mit den linksrotgrünversifften Werkzeugen: DER SPIEGEL, SÜDDEUTSCHE ZEITUNG und ZFD NEO mit BÖHMERMANN, gegen, noch souveränes, Österreich. https://t.co/KgPOGmQo0M
n	@SteinbachErika 'Herr' Stegner bezeichnet die AfD als 'Bande' und unterscheidet auch bei Attentaten im Sinne rotgrünversiftem Mainstream. https://t.co/O3ZSWEdA2t
n	Artikel vom 9.4.2019    'Täglich werden in Frankreich drei Gotteshäuser Opfer von Vandalismus. Von der katholischen Kirche wurden die Vorfälle lange nicht an die große Glocke gehängt – jetzt finden sie größere Aufmerksamkeit. '   https://t.co/FBGcsohCbl
n	Ihr Wissen nahmen sie mit ins Grab https://t.co/IibSH4B6ra via @WEBDE_News
n	Retweete diesen Tweet, wenn du auch dafür bist, dass “Flüchtlinge“ in Wohngebiete von Grün-Wählern angesiedelt werden🤨🥳
n	Notre Dame brennt.  Die Welt ist erschüttert.  Muslime feiern.    Keine Pointe.😔
n	Wenn Worte/Namen fallen: Berlin, Geisel, BER, Müller, Hertha, Gegenbauer, Stadion und Neubau, dann denke ich an Länderfinanzausgleich.... mit Grausen    Präsidiumssitzung: Dardai hat nur bis Mai Jobsicherheit https://t.co/Ep5PHS1eha
n	Herzlichen Glückwunsch zum Geburtstag, Michael Schumacher!   #KeepFightingMichael 🚗
n	Bitte heute alle Raketen zusammenlegen + eine gewisse Dame zum Mond schießen. https://t.co/QmGef2uDc2
n	Ich empfehle dem armseligen Melder, der mich in meinem Recht persönliche Eindrücke zu schildern beschneiden will, mal einen persönlichen Besuch am Hamburger Hauptbahnhof. https://t.co/UWW5RPFBG3
n	Eurosport : Liebe auf den zweiten Blick? BVB-Talent Isak sorgt für Furore https://t.co/6IFJ71pCuO
n	Der Staatsfunk wirft sich in den Wahlkampf. Keine Pointe. https://t.co/FipDJrBWd9
n	Angela Merkel als Kunstkritikerin https://t.co/d3pGMGoIvY  Wenn ich nur den Namen höre überkommt mich (M)E(R)KEL!
n	Er ist noch so jung und doch schon relativ weit, dazu bescheiden; wenn ich da so an Emre Mohr denke, der sein Talent verschleuderte. https://t.co/lXQKIAkNHN
n	Andreas Popp - Wissensforum 2018 https://t.co/MpjDA1rPa0
n	Voll wie ein Natter. https://t.co/qXCaKqTde7
n	@Telekom_hilft Wie komme ich auf die Startseite von Magenta TV? Welche Sendernummer ist das?
n	Wie kann man so verroht sein? Notre Dame: Jubel bei fanatischen Muslimen und der „Antifa“ über die Zerstörung der Kathedrale https://t.co/JijD4YHiUk via @DrDavidBerger #NotreDameFire #NotreDame #NotreDameCathedral #Antifa
n	Wenigstens einer aus der CDU, der es mit der Wahrheit genau nimmt und sich nicht von so einer Stasitrine hinter die Fichte führen lässt.     Maaßen rechnet mit Flüchtlingspolitik von Merkel ab https://t.co/ZDdJY9fX13
p	Zuwanderer? Was für eine Wortwahl, schon darin steckt Lügendefinition. Es sind Eindringlinge mit Unkulturhintergründen; passen nicht hier hin und müssen hinausgeleitet werden.    BKA-Lagebild: Gewalt von Zuwanderern gegen Deutsche nimmt zu https://t.co/YMnWvFxQ8N via @welt
n	In Deutschland lebende Migranten haben im vergangenen Jahr 5,1 Milliarden Euro in ihre Heimatländer geschickt – ein Rekordwert. Das berichtet die „Wirtschaftswoche“ unter Berufung auf Daten der Bundesbank. (Besser das Geld würde in D ausgegeben werden.) https://t.co/LiD6rCO0mT
n	Vergewaltigung: Polizei nimmt 19-jährigen Schüler fest (Ganz unten im Text steht dann: 'Der 19-jährige Afghane wurde noch am Montag dem Ermittlungsrichter beim Amtsgericht Augsburg vorgeführt.') https://t.co/cMhgYwvDg3
n	Von den 1,7 Mio „Flüchtlingen“, die in 🇩🇪 registriert sind, gehen mehr als 1,3 Mio ÜERHAUPT KEINER sozialversicherungspflichtigen Beschäftigung nach, obwohl d allermeisten doch im besten Alter jg Erwachsener sind u vor Arbeitswillen nur so strotzen müssten https://t.co/ChCmGhy4AV
n	Interessant, wie die linke Trollbrigade bei meinem letzten Tweet aufheulte und ihre dumpfen Kommentare erbrach.    Die sind wirklich zu #linksblöd, den Unterschied von Rechtspopulisten und Nationalsozialisten wahrzunehmen und ohrfeigen damit alle NS- und Holocaustopfer!  🤦🏼‍♂️
n	WIE BITTE? #Europarat verbietet Gründung einer EU-kritischen Fraktion! Am 26. Mai erst Recht sagen, was Sie von der #EU halten! #AfDwählen #europaistdieantwort #EUdasProblem https://t.co/lbbCdIO808
n	Medien und Linksgrüne jammern, dass nun auch ihnen konforme Accounts und Meinungen von Twitter gesperrt bzw. verwarnt werden. Tröstet euch, genauso wird euch eure 'alle rein' Mentalität um die Ohren fliegen und ihr werdet auch bereichert werden.  #NetzDG  #Twittersperrt
n	❝Das ist ein innerösterreichischer Vorgang, der mit der AfD gar nichts zu tun hat!❞  #AfD-Spitzenkandidat @Joerg_Meuthen bei #AnneWill.  #Strache #EP2019 #Europawahl2019 #Meuthen  #EUWahl #Ibizagate #Oesterreich #Neuwahlen https://t.co/QgV88zM6l7
n	Das Thema bei #AnneWill lautet '#Neuwahlen in Österreich - Dämpfer für die europäische Rechte?'  Wie von Geisterhand hat man natürlich etwas zur #AfD 'vorbereitet'.  Durchschaubarer geht es kaum noch.   #Meuthen #Strache #Europawahl2019 #EP2019
n	Die ganzen niveaulosen Beleidigungen ggü. der AfD geben Gauland letztlich Recht. Wer wissen will, wer die Antidemokraten wirklich sind, sollte sich fragen, wer einer ernsthaften Diskussion über Sachthemen ausweicht und sein Weltbild nur durch Ausgrenzung schützen kann.  #gauland
n	Ein ganz herzliches Willkommen, @HCStracheFP, @vilimsky und all unsere Freunde von der #FPÖ! Ich freue mich riesig auf die künftige Zusammenarbeit, nun auch endlich in gemeinsamer Fraktion! 👍🏻 #EAPN #AfD https://t.co/jIn5bN0ttU
n	Unsere Regierung hat uns beleogen: Der Globale Migrationspakt wird verbindlich! https://t.co/LL8OAcDYyI
n	Die österreichische Regierung wird von Deutschland aus abgesetzt – Woran erinnert das? https://t.co/JxXv8jDPNp
n	In Griechenland bildet sich Migrantenkarawane: Unter 'Allahu akbar'- und 'Deutschland'-Rufen fliegen Steine auf Polizisten, werden Frauen in die erste Reihe gestellt, Kinder als Rammböcke benutzt, um Polizeiketten zu sprengen. Daher meine Frage an Merkel: https://t.co/HieDLCwfyb
n	Unser #Justizminister @HeikoMaas ist einfach nur noch peinlich!
n	Täglich Brände in Berlin:    Was macht die vereinte Altparteienkoalition?     Einen Anti-#AfD-Konsens unterschrieben. https://t.co/gAj6W8NdHn
n	@DanielAD1972 @NoHerrman @HeikoMaas Nur die Lüge braucht die Stütze der Staatsgewalt. Die Wahrheit steht von alleine aufrecht.   T. Jefferson
n	Ersetze 'rechte' durch 'linke' und dann passt das! https://t.co/TCr5P33FNM
n	#Hendricks (#SPD) stellt die aktuelle Parteilinie der SPD vor: Bevormundung, Planwirtschaft, Ideologiegläubigkeit. *  https://t.co/bEIZ0M6gNI
n	Was ist wichtiger? Das Kindeswohl oder die Religion? https://t.co/uA48wLQ0r4
n	Simone Peter (#Grün) löscht einen von mir kritisierten Tweet und blockt meinen Account - keine Argumente?`  #AfD * https://t.co/oQjWovdwxv
n	Aber wenn ich zu viel Grünzeug esse, produziere ich auch zu viel CO2 https://t.co/1SCtHrCYwu
n	Würde das die #AfD machen, wäre die 'Kacke am dampfen' https://t.co/wd1LhcH4rm
n	.@BMFSFJ Auf gar keinen Fall will ich diskutieren, ich frag nur. Ist z.B. das hier Hass oder eine Meinung? https://t.co/bFPPtb6AAv
n	Und die #Türkei soll in die #EU aufgenommen werden?  Den würde ich mal ganz gepflegt vorn Koffer scheißen! https://t.co/5kud0aopzR
n	Sind das die berühmten #Fachkräfte, von denen unsere #Bundesregierung immer spricht? #Multikulti #Vielfalt https://t.co/TU6wfxKKgH
n	#SPD legt Klimaschutzplan 2050 vor: Neubauten ohne Gas- und Ölheizung, Fleischkonsum halbieren https://t.co/WuWK2Ryu8F
n	NRW-Ministerpräsidentin Kraft sagt heute im Untersuchungsausschuss zu den Silvester-Übergriffen in Köln aus. https://t.co/mcHmFzoRYL
n	Vor allem vergessen diese Lästerbacken, dass auch sie mal alt werden! https://t.co/ZKmyTKQIqn
n	Ökonom Sinn wirft Politikern vor, den wahren Grund für das Brexit-Votum totzuschweigen https://t.co/jll7Wqjyt8 via @HuffPostDE
n	Vor einem Jahr meinte er, Deutschland habe wegen Vergangenheit moralische Verpflichtung, Flüchtlinge aufzunehmen. https://t.co/6T17gRqGJE
n	Zahl der #Asylanträge in Europa gestiegen! Keine Überraschung: Anreize streichen, konsequent abschieben! https://t.co/t0rg6n07zZ via @junge_freiheit
n	Schäbig ist nicht nur der ungerechtfertigte Vorwurf, vollkommen asozial die Weigerung sich zu entschuldigen! https://t.co/QEiNTWSRmg
n	Das ist ja wirklich nett! Dann sollten wir mal beim nächsten 'Rettungsschirm' länger nachdenken und vorhandene Schulden zeitnah einfordern! https://t.co/6aPRCykYYC
n	.@Joerg_Meuthen, #AfD-Spitzenkandidat für die #Europawahl2019, äußert sich zu den 1. Hochrechnungen und dankte allen Wahlkämpfern und Unterstützern für ihr Engagement. Unter den gegebenen Voraussetzungen habe die Partei ein sehr gutes Ergebnis erzielt.  🎬 https://t.co/tTzMpC0jnv https://t.co/UBpBSHIgXU
n	Die AfD hat nach dem angekündigten Rückzug von SPD-Chefin Andrea #Nahles den Rücktritt von Kanzlerin Angela Merkel (CDU) und der gesamten Bundesregierung gefordert. https://t.co/10wq447Udq
n	++ #Europawahl2019: Unser Erfolgsweg geht weiter! ++  Setzen Sie am Sonntag ein deutliches Zeichen für 🇩🇪 #Deutschland. Sorgen Sie durch einen Denkzettel für die Altparteien dafür, dass wir Bürger wieder Gehör finden.  #GehWaehlen #EP2019 #AfD #EUWahl2019  🎬 https://t.co/H6CiSs7CJM https://t.co/1GPX6n9eb5
n	Ich wünsche den Parteifreunden in Bremen viel Erfolg.    https://t.co/WqKqzKFPUw    #AfD #Hütter #Bremen
n	Nicole Höchst und Uwe Junge rocken Frankenthal 🤘🏻😎🇩🇪 https://t.co/tAlYdnWQg4
n	Es geht vor allem um MEHR #Organspender! Jeder von uns kann auch bald Organsuchender sein! https://t.co/ralofICzQg
n	+++ #AfD - Zukunft für Europa +++  ℹ️AfD-#Europawahl-Programm, Kapitel 6.5:  ❝#Remigration statt Massenzuwanderung❞  Nicht „#Resettlement”, also Umsiedlungsprogramme nach Europa, sind das Gebot der Stunde, sondern das Gegenteil!  ➡️ https://t.co/JffMwq2TA2 https://t.co/Ltnhhc60IW
n	@o2de @o2entdecken - Leider kann ich Ihren Gutschein nicht einlösen, da sich @Zalando dem Gesinngsdruck von #KeinGeldFuerRechts unterwirft. https://t.co/STxVn7euu5
n	Linke warnen: Wer um #BudSpencer trauert, der ist ein Nazi!  https://t.co/370LbXTXCq https://t.co/xmINAPRdTa
n	Religion des Friedens sage ich da nur.  Wo bleibt eigentlich die deutsche  Bundesregierung, #AsiaBibi politisches Asyl zu gewähren? Oder nehmen wir nur Islamisten auf, die vorher ihren Pass weggeworfen haben?  #Pakistan #AfD #Bundestag  https://t.co/JkOoeLfZpc
n	@OnlineMagazin Schlimm, jeden Tag immer ein bischen weniger Deutschland. Frau Merkel sollte wegen Hochverrat am eigenen Volk vor Gericht.
n	Tja, wenn die von Euch bejubelte muslimische #Massenzuwanderung so weiter geht, wird es #Homosexuellen in Europa und #Deutschland bald sehr sehr schlecht ergehen! Schon mal darüber nachgedacht? https://t.co/xxkvEIZuSm
n	Hierzulande schwänzen Kinder die Schule, um gegen den #Klimawandel zu demonstrieren. In Afrika bauen Kinder, die nicht in die Schule dürfen, die seltenen Erden ab, damit Akkus für Elektro-Autos gebaut werden können. #FridaysForFuture #AfD https://t.co/jJQethbApY
n	Genau, den #Weltfrieden retten und den #Krieg mit diversen #Fachkräften gewinnen! Falsche #Schwerpunktsetzung! Erst mal wieder kämpfen können und kämpfen wollen! https://t.co/p8kiSBPVGu
n	Wer 'Allahu-Akbar' ruft und lange Gewänder trägt muss mit einer Überprüfung rechnen! Kein Grund sich zu entschuldigen! 1-2-3 Danke Polizei!👍 https://t.co/fbVvYHaR8J
n	Das SPD-geführte Familienministerium will 'Mutter' und 'Vater' abschaffen? - Wir sollten die SPD abschaffen! https://t.co/vtbIo4s2cG
n	Der Artikel gibt keine Auskunft über die Herkunft von Schüler, Mutter und 'Helfer'! Zufall?  https://t.co/mjwTwFFtHf  https://t.co/MCpS9qrCdq
n	Der politische #Islam ist im Kern antisemitisch, antichristlich und zutiefst undemokratisch - er gehört nicht zu #Deutschland! https://t.co/h8AfgOqPMI
n	+++In Duisburg zeigt sich, wohin die Reise geht!+++  Für Alexander #Gauland, Vorsitzender der #AfD-Fraktion, sind die Wahlergebnisse für die Migrantenpartei BIG bei der Europawahl in mehreren Duisburger Stimmbezirken ein Alarmsignal. #Islamisierung  https://t.co/kHQVtartbI https://t.co/YXsXYlHOyn
n	Wußten Sie, daß Bischöfe nicht aus Kirchensteuern, sondern vom Steuerzahler alimentiert werden? Jährlich  hunderte Millionen Euro. Die @AfD will das ändern. Deshalb hetzen sie gegen uns. Allen voran Kardinal #Woelki - Jetzt erst recht @AfD #GehtWählen https://t.co/zA8YNMBtcl https://t.co/fKsAv3gfyV
hs	Ekelhaft, dieser erbärmliche #Opportunist - und vom #Fussball hat er auch keine Ahnung! Soll Nachfolger von #Nahles werden! Geht's noch schlimmer? https://t.co/FQWnsXVBo7
n	Energiewende-Lüge verteuert den Strom um 114 %! Bezahlen alle, auch die Ärmsten und Rentner! #afdwählen https://t.co/ywNaZgXV9n
n	Das geschah jetzt aber nicht in Österreich, sondern in Deutschland - gibt es jetzt Neuwahlen???    Der Ausschuss will auch dem Verdacht der Vetternwirtschaft nachgehen    https://t.co/lUTjonE3cV
n	#Rheinzeitung (RZ) in Rheinland-Pfalz hat es abgelehnt, diese Anzeige für mehr als 2700 € zu drucken! Begründung: Keine!  Muss man sich bei sinkenden Auflagen und dem Anspruch auf Unabhängigkeit, leisten können! Der Innenminister (SPD) ist mit dem Verleger verwandt! #RoterFilz https://t.co/RwRrGNHOUh
n	Der 'Der Islam gehört nicht zu Deutschland!' sagen über 90 % aller Befragten in einer TED-Umfrage! Ich schließe mich der Mehrheit an! https://t.co/XX74yNE31d
n	Roter Filz! Wie ist das in Rheinland- Pfalz? SWR- Reportage? Fehlanzeige! Aber wir bleiben dran!  https://t.co/0ApLwHyywx
n	»Wenn die Fahne des ☪️ Halbmondes steigt, wird die Fahne des 🏳️‍🌈 Regenbogens brennen!«  Aktuelle Stunde im #Bundestag zu Maßnahmen gegen Homo- &amp; Transfeindlichkeit - Rede der stellv. #AfD-Fraktionsvorsitzenden @Beatrix_vStorch.  ℹ️ https://t.co/nOLcSTB9jg  🎬 https://t.co/x6GRyR1KN2 https://t.co/MRRzXfoMPw
n	Der Mann ist Aussenminister! Reisen bildet und gelegentlich ist ein Erkenntnisgewinn dabei!🙄 https://t.co/Frk5v27hFM
n	Nehme erstmals eine #Muslima als TV- Reporterin im #ÖRR bei #Frontal21 wahr! Aber eine #Islamisierung Deutschlands findet nicht statt? Es ist soweit! #AfDwählen https://t.co/TaCd0PHJ4Z
n	Haus #Mainusch auf Gelände der @AStA_Uni_Mainz - hier hausen Gammler, Besetzer, Treffpunkt linksextreme Szene. Seit Jahren sieht Landesregierung @spdrlp kein Problem darin. Zuständiger Minister Wolf will keine linksextremen Aktivitäten erkennen. Warum? https://t.co/ll4BFB3lYb
n	„Mullahs sind eine Gefahr für #Europa und für #Israel Deutsche Aussenpolitik spielt keine Rolle mehr! #HeikoMaas abwählen! https://t.co/KyopkOBjAO
p	Der größte Feind unserer Zivilisation ist der politische #Islam! Wollen wir das erst begreifen, wenn es zu spät ist? Aufwachen! #AfDwählen  https://t.co/d1tXNYPVnp  https://t.co/MCpS9qa1lS
n	Wahlkampf in #Neuwied - Rede von @Joerg_Meuthen am 10. Mai, neu auf Kanal der @RLP_AfD - teilen!  https://t.co/QC1ndNcOQM
n	Dieser gefährliche #Salafist bewegt sich seit 14 Jahren frei in 🇩🇪 umher, obwohl er ausreisepflichtig ist. Politiker und Regierungen, die so was zulassen, begehen größtes Unrecht am deutschen Volk! 😡😡😡 https://t.co/AaUO4IhBPP
n	@GtzFrmming 😂😂😂  Da sieht ein jeder sofort daß dies eine reine 'Liebeshochzeit' ist....  🤮🤮🤮 https://t.co/U58JtQgDqm
n	@Jedi_Knight_Jo Genosse, am derzeitigen Zustand der West-SPD ist zurzeizt nichts Heroisches zu entdecken - es wird Zeit, dass die wieder für den Arbeiter kämpfen und nicht für den eigenen Geldbeutel!
